Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
gene:AT4G08740	.	4	+	5579034	5579745	0.0	0.0	0.0
gene:AT4G29090	.	4	+	14333528	14335255	0.0	0.0	0.0
gene:AT4G22105	.	4	-	11710054	11710651	0.0	0.0	0.0
gene:AT4G35733	.	4	+	16934236	16935502	0.0	0.0	0.0
gene:AT4G11393	.	4	+	6932319	6932963	0.0	0.0	0.0
gene:AT4G20707	.	4	+	11102461	11103359	0.0	0.0	0.0
gene:AT4G06255	.	4	+	8460220	8460346	0.0	0.0	0.0
gene:AT4G09085	.	4	+	16706277	16706486	0.0	0.0	0.0
gene:AT4G31354	.	4	+	15218069	15220811	0.0	0.0	0.0
gene:AT4G15733	.	4	+	8961720	8962119	0.0	0.0	0.0
gene:AT4G35660	.	4	+	16912509	16913704	0.0	0.0	0.0
gene:AT4G14245	.	4	-	8208857	8210264	0.0	0.0	0.0
gene:AT4G09305	.	4	-	17183713	17184020	0.0	0.0	0.0
gene:AT4G29600	.	4	+	14515487	14516501	0.0	0.0	0.0
gene:AT4G10660	.	4	+	6582535	6583488	0.0	0.0	0.0
gene:AT4G07505	.	4	+	13167508	13167772	0.0	0.0	0.0
gene:AT4G16465	.	4	+	9287209	9287282	0.0	0.0	0.0
gene:AT4G21020	.	4	+	11228187	11229616	0.0	0.0	0.0
gene:AT4G06005	.	4	-	7679151	7679393	0.0	0.0	0.0
gene:AT4G13510	.	4	+	7858183	7860288	0.0	0.0	0.0
gene:AT4G02250	.	4	+	983970	984523	0.0	0.0	0.0
gene:AT4G06643	.	4	+	3758957	3759880	0.0	0.0	0.0
gene:AT4G20650	.	4	+	11090758	11091761	0.0	0.0	0.0
gene:AT4G09466	.	4	+	6003632	6004167	0.0	0.0	0.0
gene:AT4G05565	.	4	-	5427929	5428169	0.0	0.0	0.0
gene:AT4G11216	.	4	-	6837774	6837857	0.0	0.0	0.0
gene:AT4G30070	.	4	+	14697489	14698430	0.0	0.0	0.0
gene:AT4G00085	.	4	+	33800	33872	0.0	0.0	0.0
gene:AT4G05130	.	4	-	2636547	2639279	0.0	0.0	0.0
gene:AT4G05985	.	4	+	7331279	7331917	0.0	0.0	0.0
gene:AT4G05950	.	4	+	7222169	7222368	0.0	0.0	0.0
gene:AT4G04805	.	4	-	2076002	2076433	0.0	0.0	0.0
gene:AT4G19750	.	4	-	10745682	10747127	0.0	0.0	0.0
gene:AT4G06145	.	4	+	8030944	8031143	0.0	0.0	0.0
gene:AT4G03605	.	4	+	178519	178717	0.0	0.0	0.0
gene:AT4G09660	.	4	+	6104446	6106607	0.0	0.0	0.0
gene:AT4G18190	.	4	+	10067810	10069388	0.0	0.0	0.0
gene:AT4G05125	.	4	+	2724942	2725201	0.0	0.0	0.0
gene:AT4G03785	.	4	-	395956	396236	0.0	0.0	0.0
gene:AT4G11405	.	4	+	6944727	6944798	0.0	0.0	0.0
gene:AT4G12220	.	4	-	7283248	7283739	0.0	0.0	0.0
gene:AT4G01435	.	4	-	591825	592592	0.0	0.0	0.0
gene:AT4G06000	.	4	-	7597463	7597693	0.0	0.0	0.0
gene:AT4G13245	.	4	+	7684061	7684142	0.0	0.0	0.0
gene:AT4G16748	.	4	-	9417058	9420649	0.0	0.0	0.0
gene:AT4G17990	.	4	-	9984386	9985805	0.0	0.0	0.0
gene:AT4G08415	.	4	-	15078288	15078663	0.0	0.0	0.0
gene:AT4G09295	.	4	+	17183408	17183843	0.0	0.0	0.0
gene:AT4G37500	.	4	+	17625388	17625915	0.0	0.0	0.0
gene:AT4G08116	.	4	-	5020237	5020486	0.0	0.0	0.0
gene:AT4G06095	.	4	+	7855606	7856047	0.0	0.0	0.0
gene:AT4G15970	.	4	+	9049328	9051370	0.0	0.0	0.0
gene:AT4G29200	.	4	-	14398054	14400198	0.0	0.0	0.0
gene:AT4G04957	.	4	-	2526806	2527362	0.0	0.0	0.0
gene:AT4G21950	.	4	+	11644122	11644655	0.0	0.0	0.0
gene:AT4G09655	.	4	-	17733390	17733672	0.0	0.0	0.0
gene:AT4G31265	.	4	+	15183084	15183156	0.0	0.0	0.0
gene:AT4G04585	.	4	-	1473079	1473602	0.0	0.0	0.0
gene:AT4G12940	.	4	+	7574077	7574862	0.0	0.0	0.0
gene:AT4G04895	.	4	+	2197650	2198150	0.0	0.0	0.0
gene:AT4G10695	.	4	-	6593774	6594981	0.0	0.0	0.0
gene:AT4G04205	.	4	+	1122744	1122852	0.0	0.0	0.0
gene:AT4G06945	.	4	-	10905330	10905587	0.0	0.0	0.0
gene:AT4G04690	.	4	-	2373999	2375135	0.0	0.0	0.0
gene:AT4G20620	.	4	+	11077958	11078970	0.0	0.0	0.0
gene:AT4G28870	.	4	+	14250421	14250720	0.0	0.0	0.0
gene:AT4G18110	.	4	-	10037077	10037718	0.0	0.0	0.0
gene:AT4G00234	.	4	+	100919	101788	0.0	0.0	0.0
gene:AT4G10210	.	4	+	6357052	6360377	0.0	0.0	0.0
gene:AT4G03805	.	4	+	426018	426395	0.0	0.0	0.0
gene:AT4G18870	.	4	+	10346168	10347316	0.0	0.0	0.0
gene:AT4G08800	.	4	+	5614134	5615919	0.0	0.0	0.0
gene:AT4G09545	.	4	+	6037565	6037937	0.0	0.0	0.0
gene:AT4G08270	.	4	+	5218105	5218404	0.0	0.0	0.0
gene:AT4G06825	.	4	+	10228137	10228485	0.0	0.0	0.0
gene:AT4G27140	.	4	+	13607329	13608031	0.0	0.0	0.0
gene:AT4G09850	.	4	+	6192361	6193182	0.0	0.0	0.0
gene:AT4G31351	.	4	+	15217257	15217884	0.0	0.0	0.0
gene:AT4G32475	.	4	+	15671393	15671463	0.0	0.0	0.0
gene:AT4G08097	.	4	+	5004096	5005932	0.0	0.0	0.0
gene:AT4G11510	.	4	-	6983911	6984369	0.0	0.0	0.0
gene:AT4G05660	.	4	-	5700720	5701278	0.0	0.0	0.0
gene:AT4G14810	.	4	+	8504145	8504509	0.0	0.0	0.0
gene:AT4G13266	.	4	-	7705761	7706893	0.0	0.0	0.0
gene:AT4G24300	.	4	-	12598980	12600213	0.0	0.0	0.0
gene:AT4G03285	.	4	+	1442005	1442076	0.0	0.0	0.0
gene:AT4G39650	.	4	+	18403560	18406025	0.0	0.0	0.0
gene:AT4G05845	.	4	+	6763744	6763968	0.0	0.0	0.0
gene:AT4G05355	.	4	-	5122215	5122841	0.0	0.0	0.0
gene:AT4G23230	.	4	-	12157827	12160279	0.0	0.0	0.0
gene:AT4G21010	.	4	-	11226286	11227363	0.0	0.0	0.0
gene:AT4G29370	.	4	+	14455602	14456852	0.0	0.0	0.0
gene:AT4G17612	.	4	-	9815203	9815274	0.0	0.0	0.0
gene:AT4G39360	.	4	+	18302775	18303624	0.0	0.0	0.0
gene:AT4G33600	.	4	-	16144391	16145903	0.0	0.0	0.0
gene:AT4G19035	.	4	-	10427616	10429000	0.0	0.0	0.0
gene:AT4G05710	.	4	-	5918647	5918848	0.0	0.0	0.0
gene:AT4G19470	.	4	-	10612993	10614339	0.0	0.0	0.0
gene:AT4G13968	.	4	+	8069134	8069901	0.0	0.0	0.0
gene:AT4G07185	.	4	+	12372995	12373418	0.0	0.0	0.0
gene:AT4G08465	.	4	-	15210570	15210850	0.0	0.0	0.0
gene:AT4G17505	.	4	-	9764376	9766315	0.0	0.0	0.0
gene:AT4G33885	.	4	+	16248595	16249085	0.0	0.0	0.0
gene:AT4G37360	.	4	-	17567124	17568858	0.0	0.0	0.0
gene:AT4G26485	.	4	-	13377685	13378504	0.0	0.0	0.0
gene:AT4G29640	.	4	+	14525830	14526881	0.0	0.0	0.0
gene:AT4G09185	.	4	-	16880262	16880502	0.0	0.0	0.0
gene:AT4G28920	.	4	-	14268415	14269885	0.0	0.0	0.0
gene:AT4G05245	.	4	-	4667745	4668362	0.0	0.0	0.0
gene:AT4G07000	.	4	+	11368752	11368874	0.0	0.0	0.0
gene:AT4G07666	.	4	-	4456702	4458842	0.0	0.0	0.0
gene:AT4G39590	.	4	-	18387331	18388759	0.0	0.0	0.0
gene:AT4G10820	.	4	-	6648009	6648909	0.0	0.0	0.0
gene:AT4G23375	.	4	-	12214069	12214167	0.0	0.0	0.0
gene:AT4G12140	.	4	-	7266546	7267154	0.0	0.0	0.0
gene:AT4G09647	.	4	-	6096551	6097988	0.0	0.0	0.0
gene:AT4G18823	.	4	-	10334911	10335282	0.0	0.0	0.0
gene:AT4G30880	.	4	+	15035207	15035843	0.0	0.0	0.0
gene:AT4G32170	.	4	+	15533701	15535369	0.0	0.0	0.0
gene:AT4G18900	.	4	+	10356465	10359169	0.0	0.0	0.0
gene:AT4G29770	.	4	+	14575718	14577643	0.0	0.0	0.0
gene:AT4G22600	.	4	-	11900211	11901032	0.0	0.0	0.0
gene:AT4G16080	.	4	-	9101348	9102887	0.0	0.0	0.0
gene:AT4G26740	.	4	-	13473516	13475371	0.0	0.0	0.0
gene:AT4G32080	.	4	-	15508231	15509111	0.0	0.0	0.0
gene:AT4G39130	.	4	-	18228118	18228854	0.0	0.0	0.0
gene:AT4G14415	.	4	-	8301725	8301798	0.0	0.0	0.0
gene:AT4G00985	.	4	-	424717	424788	0.0	0.0	0.0
gene:AT4G23580	.	4	-	12304246	12305397	0.0	0.0	0.0
gene:AT4G39750	.	4	+	18439138	18439578	0.0	0.0	0.0
gene:AT4G05025	.	4	-	2582655	2583046	0.0	0.0	0.0
gene:AT4G10815	.	4	+	6646430	6646500	0.0	0.0	0.0
gene:AT4G00467	.	4	-	214768	216076	0.0	0.0	0.0
gene:AT4G22165	.	4	+	11734328	11735419	0.0	0.0	0.0
gene:AT4G04945	.	4	+	2356071	2356457	0.0	0.0	0.0
gene:AT4G05425	.	4	+	5299016	5299363	0.0	0.0	0.0
gene:AT4G29415	.	4	+	14470278	14470349	0.0	0.0	0.0
gene:AT4G30040	.	4	+	14685602	14686885	0.0	0.0	0.0
gene:AT4G20690	.	4	-	11097242	11098024	0.0	0.0	0.0
gene:AT4G09155	.	4	+	16853866	16854125	0.0	0.0	0.0
gene:AT4G05900	.	4	+	7013174	7013585	0.0	0.0	0.0
gene:AT4G33830	.	4	-	16220189	16222681	0.0	0.0	0.0
gene:AT4G31900	.	4	+	15431350	15438678	0.0	0.0	0.0
gene:AT4G17718	.	4	-	9861596	9861995	0.0	0.0	0.0
gene:AT4G26420	.	4	-	13350796	13352569	0.0	0.0	0.0
gene:AT4G04110	.	4	+	1972591	1974014	0.0	0.0	0.0
gene:AT4G09045	.	4	+	16588865	16589338	0.0	0.0	0.0
gene:AT4G24974	.	4	+	12842850	12843363	0.0	0.0	0.0
gene:AT4G15980	.	4	-	9057228	9060114	0.0	0.0	0.0
gene:AT4G08550	.	4	+	5444345	5446891	0.0	0.0	0.0
gene:AT4G09440	.	4	-	5982215	5982748	0.0	0.0	0.0
gene:AT4G22035	.	4	+	11674333	11675463	0.0	0.0	0.0
gene:AT4G09530	.	4	-	6029238	6029817	0.0	0.0	0.0
gene:AT4G06310	.	4	-	8712720	8712813	0.0	0.0	0.0
gene:AT4G06365	.	4	+	9085281	9085772	0.0	0.0	0.0
gene:AT4G18255	.	4	-	10093067	10093146	0.0	0.0	0.0
gene:AT4G38190	.	4	-	17909832	17913790	0.0	0.0	0.0
gene:AT4G10200	.	4	+	6352957	6355609	0.0	0.0	0.0
gene:AT4G07524	.	4	-	4345348	4345975	0.0	0.0	0.0
gene:AT4G07965	.	4	+	4808635	4809352	0.0	0.0	0.0
gene:AT4G09705	.	4	-	17998375	17998688	0.0	0.0	0.0
gene:AT4G15096	.	4	+	8620245	8622702	0.0	0.0	0.0
gene:AT4G08495	.	4	-	15211392	15212026	0.0	0.0	0.0
gene:AT4G27885	.	4	-	13885191	13885263	0.0	0.0	0.0
gene:AT4G12545	.	4	+	7434199	7434858	0.0	0.0	0.0
gene:AT4G09590	.	4	+	6066128	6066763	0.0	0.0	0.0
gene:AT4G09450	.	4	+	5983277	5984531	0.0	0.0	0.0
gene:AT4G05215	.	4	-	4620776	4621090	0.0	0.0	0.0
gene:AT4G26280	.	4	-	13304721	13305722	0.0	0.0	0.0
gene:AT4G05795	.	4	+	6485842	6486245	0.0	0.0	0.0
gene:AT4G16045	.	4	+	9089906	9091860	0.0	0.0	0.0
gene:AT4G06155	.	4	+	8042272	8042610	0.0	0.0	0.0
gene:AT4G15885	.	4	-	9016451	9016978	0.0	0.0	0.0
gene:AT4G09467	.	4	+	6005905	6006442	0.0	0.0	0.0
gene:AT4G07025	.	4	+	11520252	11520499	0.0	0.0	0.0
gene:AT4G34940	.	4	+	16639526	16641950	0.0	0.0	0.0
gene:AT4G26350	.	4	+	13326853	13328315	0.0	0.0	0.0
gene:AT4G07245	.	4	-	12523136	12523645	0.0	0.0	0.0
gene:AT4G23520	.	4	-	12274315	12276322	0.0	0.0	0.0
gene:AT4G20220	.	4	+	10918676	10922396	0.0	0.0	0.0
gene:AT4G21213	.	4	+	11309879	11310291	0.0	0.0	0.0
gene:AT4G08560	.	4	+	5450434	5453183	0.0	0.0	0.0
gene:AT4G08878	.	4	+	5683180	5684022	0.0	0.0	0.0
gene:AT4G01703	.	4	-	734252	734365	0.0	0.0	0.0
gene:AT4G32380	.	4	+	15632712	15635494	0.0	0.0	0.0
gene:AT4G07515	.	4	-	4314957	4315510	0.0	0.0	0.0
gene:AT4G06345	.	4	-	9048035	9048274	0.0	0.0	0.0
gene:AT4G03438	.	4	-	1523306	1523503	0.0	0.0	0.0
gene:AT4G25430	.	4	+	12998361	13000304	0.0	0.0	0.0
gene:AT4G07150	.	4	-	12305693	12306115	0.0	0.0	0.0
gene:AT4G04078	.	4	-	1961640	1961747	0.0	0.0	0.0
gene:AT4G07220	.	4	-	12495728	12496086	0.0	0.0	0.0
gene:AT4G35680	.	4	+	16917892	16918897	0.0	0.0	0.0
gene:AT4G04905	.	4	+	2322090	2322310	0.0	0.0	0.0
gene:AT4G08670	.	4	-	5536545	5538310	0.0	0.0	0.0
gene:AT4G10880	.	4	-	6685829	6686347	0.0	0.0	0.0
gene:AT4G08365	.	4	+	15033619	15033900	0.0	0.0	0.0
gene:AT4G23160	.	4	+	12129485	12134209	0.0	0.0	0.0
gene:AT4G17210	.	4	-	9652415	9654309	0.0	0.0	0.0
gene:AT4G23390	.	4	-	12217806	12219713	0.0	0.0	0.0
gene:AT4G24640	.	4	+	12717788	12719287	0.0	0.0	0.0
gene:AT4G20645	.	4	+	11089129	11090464	0.0	0.0	0.0
gene:AT4G11540	.	4	-	6990861	6992555	0.0	0.0	0.0
gene:AT4G09755	.	4	-	18120399	18120767	0.0	0.0	0.0
gene:AT4G04650	.	4	-	2353989	2355213	0.0	0.0	0.0
gene:AT4G06315	.	4	-	8712878	8712966	0.0	0.0	0.0
gene:AT4G09635	.	4	+	17717092	17717302	0.0	0.0	0.0
gene:AT4G11177	.	4	+	6819292	6819375	0.0	0.0	0.0
gene:AT4G09065	.	4	+	16704159	16704620	0.0	0.0	0.0
gene:AT4G03370	.	4	-	1478078	1478965	0.0	0.0	0.0
gene:AT4G35150	.	4	-	16726948	16728531	0.0	0.0	0.0
gene:AT4G19480	.	4	-	10614780	10615316	0.0	0.0	0.0
gene:AT4G15056	.	4	-	8595985	8597430	0.0	0.0	0.0
gene:AT4G28395	.	4	+	14043940	14044902	0.0	0.0	0.0
gene:AT4G11250	.	4	+	6849578	6850567	0.0	0.0	0.0
gene:AT4G38870	.	4	-	18132301	18133863	0.0	0.0	0.0
gene:AT4G22050	.	4	+	11683815	11685644	0.0	0.0	0.0
gene:AT4G08445	.	4	-	15209771	15209983	0.0	0.0	0.0
gene:AT4G03157	.	4	-	1396953	1397351	0.0	0.0	0.0
gene:AT4G28397	.	4	+	14045924	14046689	0.0	0.0	0.0
gene:AT4G22030	.	4	+	11672349	11673748	0.0	0.0	0.0
gene:AT4G01516	.	4	+	649862	649957	0.0	0.0	0.0
gene:AT4G05770	.	4	-	6330179	6330510	0.0	0.0	0.0
gene:AT4G13790	.	4	-	7999516	8000372	0.0	0.0	0.0
gene:AT4G28420	.	4	+	14055661	14057592	0.0	0.0	0.0
gene:AT4G39985	.	4	+	18542171	18542244	0.0	0.0	0.0
gene:AT4G20703	.	4	-	11100589	11101724	0.0	0.0	0.0
gene:AT4G11750	.	4	-	7077390	7078550	0.0	0.0	0.0
gene:AT4G16165	.	4	+	9164080	9164633	0.0	0.0	0.0
gene:AT4G05625	.	4	+	5659241	5659700	0.0	0.0	0.0
gene:AT4G39490	.	4	+	18365049	18366888	0.0	0.0	0.0
gene:AT4G06915	.	4	-	10711558	10711762	0.0	0.0	0.0
gene:AT4G27415	.	4	+	13710548	13711050	0.0	0.0	0.0
gene:AT4G27170	.	4	+	13613596	13614283	0.0	0.0	0.0
gene:AT4G07868	.	4	+	4691762	4692653	0.0	0.0	0.0
gene:AT4G05855	.	4	-	6787003	6787153	0.0	0.0	0.0
gene:AT4G37700	.	4	-	17710182	17711031	0.0	0.0	0.0
gene:AT4G03350	.	4	-	1473718	1474509	0.0	0.0	0.0
gene:AT4G14226	.	4	-	8199425	8199592	0.0	0.0	0.0
gene:AT4G30064	.	4	+	14694239	14694778	0.0	0.0	0.0
gene:AT4G09935	.	4	-	18488073	18488315	0.0	0.0	0.0
gene:AT4G05490	.	4	-	2771044	2772252	0.0	0.0	0.0
gene:AT4G05920	.	4	+	7081238	7081633	0.0	0.0	0.0
gene:AT4G08450	.	4	+	5365501	5371211	0.0	0.0	0.0
gene:AT4G19275	.	4	+	10554976	10556350	0.0	0.0	0.0
gene:AT4G07045	.	4	-	11699821	11700099	0.0	0.0	0.0
gene:AT4G21630	.	4	-	11492248	11495538	0.0	0.0	0.0
gene:AT4G22650	.	4	+	11913557	11914027	0.0	0.0	0.0
gene:AT4G05250	.	4	+	2691460	2692416	0.0	0.0	0.0
gene:AT4G22170	.	4	+	11736472	11737767	0.0	0.0	0.0
gene:AT4G04295	.	4	-	1209575	1209854	0.0	0.0	0.0
gene:AT4G07280	.	4	+	12721994	12722246	0.0	0.0	0.0
gene:AT4G30300	.	4	-	14831005	14831550	0.0	0.0	0.0
gene:AT4G29103	.	4	-	14346288	14346500	0.0	0.0	0.0
gene:AT4G35200	.	4	-	16749062	16749964	0.0	0.0	0.0
gene:AT4G05655	.	4	-	5699242	5699592	0.0	0.0	0.0
gene:AT4G05508	.	4	-	2789656	2789741	0.0	0.0	0.0
gene:AT4G25690	.	4	-	13090209	13091798	0.0	0.0	0.0
gene:AT4G03570	.	4	-	1590413	1594105	0.0	0.0	0.0
gene:AT4G09930	.	4	+	6228556	6230079	0.0	0.0	0.0
gene:AT4G12190	.	4	-	7278545	7278760	0.0	0.0	0.0
gene:AT4G07325	.	4	-	4164954	4165570	0.0	0.0	0.0
gene:AT4G25920	.	4	+	13165475	13166872	0.0	0.0	0.0
gene:AT4G07625	.	4	-	13333016	13333112	0.0	0.0	0.0
gene:AT4G04775	.	4	+	2431120	2431672	0.0	0.0	0.0
gene:AT4G32580	.	4	-	15719637	15720535	0.0	0.0	0.0
gene:AT4G23090	.	4	-	12100391	12101483	0.0	0.0	0.0
gene:AT4G11430	.	4	+	6952799	6954242	0.0	0.0	0.0
gene:AT4G29658	.	4	-	14532937	14534073	0.0	0.0	0.0
gene:AT4G09195	.	4	+	16880340	16880538	0.0	0.0	0.0
gene:AT4G06970	.	4	+	11207097	11207396	0.0	0.0	0.0
gene:AT4G13570	.	4	+	7884516	7885982	0.0	0.0	0.0
gene:AT4G09649	.	4	-	6100561	6100698	0.0	0.0	0.0
gene:AT4G09775	.	4	+	6156629	6157054	0.0	0.0	0.0
gene:AT4G06200	.	4	+	8352331	8352635	0.0	0.0	0.0
gene:AT4G04995	.	4	-	2448002	2448230	0.0	0.0	0.0
gene:AT4G27654	.	4	+	13811612	13812126	0.0	0.0	0.0
gene:AT4G13380	.	4	+	7781782	7782553	0.0	0.0	0.0
gene:AT4G04555	.	4	-	2265647	2266799	0.0	0.0	0.0
gene:AT4G13445	.	4	+	7814202	7814274	0.0	0.0	0.0
gene:AT4G26040	.	4	+	13206835	13207203	0.0	0.0	0.0
gene:AT4G32110	.	4	-	15515649	15516452	0.0	0.0	0.0
gene:AT4G31970	.	4	+	15462350	15464563	0.0	0.0	0.0
gene:AT4G35670	.	4	+	16914599	16917367	0.0	0.0	0.0
gene:AT4G00610	.	4	-	256957	257943	0.0	0.0	0.0
gene:AT4G25040	.	4	+	12868169	12869495	0.0	0.0	0.0
gene:AT4G05895	.	4	+	6995032	6995339	0.0	0.0	0.0
gene:AT4G08665	.	4	+	15580521	15580848	0.0	0.0	0.0
gene:AT4G29035	.	4	+	14310315	14310770	0.0	0.0	0.0
gene:AT4G06715	.	4	+	9799142	9799750	0.0	0.0	0.0
gene:AT4G06050	.	4	-	7728685	7728929	0.0	0.0	0.0
gene:AT4G17200	.	4	+	9651108	9652253	0.0	0.0	0.0
gene:AT4G02170	.	4	+	958045	958834	0.0	0.0	0.0
gene:AT4G08435	.	4	-	15195586	15195958	0.0	0.0	0.0
gene:AT4G10680	.	4	+	6587521	6588069	0.0	0.0	0.0
gene:AT4G12960	.	4	+	7583239	7584759	0.0	0.0	0.0
gene:AT4G09515	.	4	+	17688186	17688392	0.0	0.0	0.0
gene:AT4G03630	.	4	+	1608750	1610037	0.0	0.0	0.0
gene:AT4G28365	.	4	-	14032845	14033840	0.0	0.0	0.0
gene:AT4G01740	.	4	+	753422	755456	0.0	0.0	0.0
gene:AT4G00872	.	4	-	364027	364757	0.0	0.0	0.0
gene:AT4G29305	.	4	-	14436147	14436717	0.0	0.0	0.0
gene:AT4G03855	.	4	+	469398	469635	0.0	0.0	0.0
gene:AT4G04265	.	4	-	2057570	2058299	0.0	0.0	0.0
gene:AT4G06390	.	4	+	9251777	9252014	0.0	0.0	0.0
gene:AT4G08410	.	4	-	5338819	5341209	0.0	0.0	0.0
gene:AT4G08406	.	4	-	5331769	5331909	0.0	0.0	0.0
gene:AT4G08530	.	4	+	5421857	5422237	0.0	0.0	0.0
gene:AT4G06490	.	4	+	3116894	3117334	0.0	0.0	0.0
gene:AT4G03765	.	4	+	378588	379024	0.0	0.0	0.0
gene:AT4G07270	.	4	+	12628847	12629370	0.0	0.0	0.0
gene:AT4G32200	.	4	+	15548840	15555105	0.0	0.0	0.0
gene:AT4G20630	.	4	+	11082804	11083816	0.0	0.0	0.0
gene:AT4G09015	.	4	+	16565261	16565533	0.0	0.0	0.0
gene:AT4G36460	.	4	-	17212662	17213099	0.0	0.0	0.0
gene:AT4G15242	.	4	-	8705787	8706997	0.0	0.0	0.0
gene:AT4G38932	.	4	-	18151827	18152597	0.0	0.0	0.0
gene:AT4G09485	.	4	+	17535020	17535359	0.0	0.0	0.0
gene:AT4G21040	.	4	-	11234807	11235505	0.0	0.0	0.0
gene:AT4G13564	.	4	-	7885251	7885462	0.0	0.0	0.0
gene:AT4G09055	.	4	-	16589031	16589271	0.0	0.0	0.0
gene:AT4G26730	.	4	+	13472579	13473309	0.0	0.0	0.0
gene:AT4G13261	.	4	+	7708572	7709152	0.0	0.0	0.0
gene:AT4G07230	.	4	-	12500398	12500679	0.0	0.0	0.0
gene:AT4G09125	.	4	-	16744983	16745191	0.0	0.0	0.0
gene:AT4G29300	.	4	-	14433991	14434524	0.0	0.0	0.0
gene:AT4G07845	.	4	-	13742051	13742284	0.0	0.0	0.0
gene:AT4G39672	.	4	+	18411265	18411338	0.0	0.0	0.0
gene:AT4G30074	.	4	-	14699737	14700599	0.0	0.0	0.0
gene:AT4G04965	.	4	+	2416337	2416646	0.0	0.0	0.0
gene:AT4G20600	.	4	+	11071440	11072452	0.0	0.0	0.0
gene:AT4G02735	.	4	-	1215092	1217509	0.0	0.0	0.0
gene:AT4G23360	.	4	-	12202903	12204828	0.0	0.0	0.0
gene:AT4G09130	.	4	+	5815775	5816922	0.0	0.0	0.0
gene:AT4G03930	.	4	+	1870422	1872387	0.0	0.0	0.0
gene:AT4G08715	.	4	-	15919301	15919535	0.0	0.0	0.0
gene:AT4G37860	.	4	-	17800326	17801914	0.0	0.0	0.0
gene:AT4G11653	.	4	-	7037084	7037372	0.0	0.0	0.0
gene:AT4G02870	.	4	-	1271654	1272746	0.0	0.0	0.0
gene:AT4G04755	.	4	-	1785645	1786404	0.0	0.0	0.0
gene:AT4G04365	.	4	-	1340521	1340614	0.0	0.0	0.0
gene:AT4G11547	.	4	-	6994045	6995237	0.0	0.0	0.0
gene:AT4G05800	.	4	-	6546647	6546827	0.0	0.0	0.0
gene:AT4G05225	.	4	-	4641102	4641967	0.0	0.0	0.0
gene:AT4G03360	.	4	-	1474869	1475968	0.0	0.0	0.0
gene:AT4G26675	.	4	+	13454557	13454629	0.0	0.0	0.0
gene:AT4G21260	.	4	+	11327543	11329057	0.0	0.0	0.0
gene:AT4G19250	.	4	+	10531504	10532190	0.0	0.0	0.0
gene:AT4G13955	.	4	+	8059053	8059808	0.0	0.0	0.0
gene:AT4G06185	.	4	-	8214067	8214319	0.0	0.0	0.0
gene:AT4G10290	.	4	-	6379701	6381829	0.0	0.0	0.0
gene:AT4G12280	.	4	+	7301769	7302994	0.0	0.0	0.0
gene:AT4G38905	.	4	-	18144057	18145161	0.0	0.0	0.0
gene:AT4G03830	.	4	+	1790440	1792458	0.0	0.0	0.0
gene:AT4G12170	.	4	-	7273857	7274907	0.0	0.0	0.0
gene:AT4G04785	.	4	-	1996721	1997293	0.0	0.0	0.0
gene:AT4G20555	.	4	+	11056385	11057245	0.0	0.0	0.0
gene:AT4G06045	.	4	+	7728530	7729259	0.0	0.0	0.0
gene:AT4G09865	.	4	-	18331775	18332119	0.0	0.0	0.0
gene:AT4G03728	.	4	-	1652242	1652976	0.0	0.0	0.0
gene:AT4G12810	.	4	-	7522831	7523979	0.0	0.0	0.0
gene:AT4G07240	.	4	-	12501621	12501823	0.0	0.0	0.0
gene:AT4G19730	.	4	-	10733864	10734975	0.0	0.0	0.0
gene:AT4G30030	.	4	-	14682210	14683484	0.0	0.0	0.0
gene:AT4G20790	.	4	-	11134775	11136423	0.0	0.0	0.0
gene:AT4G18692	.	4	+	10284401	10284667	0.0	0.0	0.0
gene:AT4G07740	.	4	+	4539638	4540682	0.0	0.0	0.0
gene:AT4G09235	.	4	+	16914027	16914520	0.0	0.0	0.0
gene:AT4G07805	.	4	-	13685896	13686488	0.0	0.0	0.0
gene:AT4G12825	.	4	+	7529471	7529892	0.0	0.0	0.0
gene:AT4G06055	.	4	-	7729443	7729774	0.0	0.0	0.0
gene:AT4G08855	.	4	-	16216410	16216802	0.0	0.0	0.0
gene:AT4G13090	.	4	-	7631535	7632876	0.0	0.0	0.0
gene:AT4G12555	.	4	-	7439164	7440116	0.0	0.0	0.0
gene:AT4G06910	.	4	+	10710878	10711188	0.0	0.0	0.0
gene:AT4G12731	.	4	-	7493133	7493360	0.0	0.0	0.0
gene:AT4G03875	.	4	-	630579	630795	0.0	0.0	0.0
gene:AT4G07050	.	4	+	11699821	11700427	0.0	0.0	0.0
gene:AT4G08267	.	4	+	5216854	5217697	0.0	0.0	0.0
gene:AT4G10400	.	4	-	6446088	6448136	0.0	0.0	0.0
gene:AT4G03545	.	4	-	88123	88476	0.0	0.0	0.0
gene:AT4G19770	.	4	-	10753310	10754202	0.0	0.0	0.0
gene:AT4G05475	.	4	-	2765962	2767957	0.0	0.0	0.0
gene:AT4G03135	.	4	+	1390895	1390966	0.0	0.0	0.0
gene:AT4G13760	.	4	+	7988058	7989648	0.0	0.0	0.0
gene:AT4G12617	.	4	+	7459180	7459563	0.0	0.0	0.0
gene:AT4G09070	.	4	+	5802308	5803392	0.0	0.0	0.0
gene:AT4G03590	.	4	-	1600780	1602950	0.0	0.0	0.0
